Application ID,City,Zip,Application Submission Date,Facility Type,Sector,PV Capacity (kW),Geothermal Capacity (tons),Wind Capacity (kW),Solar Water Capacity (sq ft),Total System Costs ($),Total Rebate,Mounting Location,PPA/Lease,Payment Status
R00917,Georgetown,19947,10/21/2009,Geothermal,Residential,,3,,,10000.00,1800.00,,,Paid
R00913,Newark,19711,10/27/2009,Solar Water Heating,Residential,,,,63.6,11194.00,2798.50,,,Paid
R00921,South Bethany Beach,19930,10/28/2009,Geothermal,Residential,,4,,,25170.00,2400.00,,,Paid
R00922,Rehoboth Beach,19971,10/28/2009,Geothermal,Residential,,5,,,18630.00,3000.00,,,Paid
R00927,Bear,19701,11/05/2009,Geothermal,Residential,,3,,,23254.00,1800.00,,,Paid
R00928,Middletown,19709,11/05/2009,Geothermal,Residential,,5,,,31493.00,3000.00,,,Paid
R00929,Felton,19943,11/05/2009,Geothermal,Residential,,5,,,29729.03,3000.00,,,Paid
R00930,Selbyville,19957,11/05/2009,Geothermal,Residential,,5,,,36912.67,3000.00,,,Paid
R00833,Hockessin,19707,11/09/2009,Geothermal,Residential,,4,,,36450.00,2400.00,,,Paid
R00933,Bethany Beach,19930,11/09/2009,Geothermal,Residential,,4,,,24630.00,2400.00,,,Paid
R00934,Wilmington,19803,11/09/2009,Geothermal,Residential,,5,,,43650.00,3000.00,,,Paid
R00940,Lewes,19958,11/16/2009,Geothermal,Residential,,5,,,36800.00,3000.00,,,Paid
R00944,Bethany Beach,19930,11/23/2009,Geothermal,Residential,,4,,,27145.00,2400.00,,,Paid
R00948,Milton,19968,12/04/2009,Geothermal,Residential,,5,,,28000.00,3000.00,,,Paid
R00949,Newark,19711,12/04/2009,Solar Water Heating,Residential,,,,50,7999.00,1999.75,,,Paid
R00951,Greenville,19807,12/04/2009,Geothermal,Residential,,16,,,157787.00,3000.00,,,Paid
R00947,Ocean View,19970,12/10/2009,Geothermal,Residential,,5,,,9500.00,3000.00,,,Paid
R00953,Lincoln,19960,12/11/2009,Geothermal,Residential,,5,,,29445.00,3000.00,,,Paid
R00954,Ocean View,19970,12/11/2009,Geothermal,Residential,,2,,,13062.00,1200.00,,,Paid
R00956,Wilmington,19807,12/14/2009,Geothermal,Residential,,7,,,52596.00,3000.00,,,Paid
R00957,Ocean View,19970,12/15/2009,Geothermal,Residential,,5,,,25000.00,3000.00,,,Paid
R00962,Rehoboth Beach,19971,12/21/2009,Geothermal,Residential,,4,,,15005.00,2400.00,,,Paid
R00960,Dover,19904,12/23/2009,Geothermal,Residential,,4,,,16035.00,2400.00,,,Paid
R00961,Wilmington,19803,12/23/2009,Geothermal,Residential,,4,,,25725.00,2400.00,,,Paid
R00963,Rehoboth Beach,19971,12/28/2009,Geothermal,Residential,,6,,,15500.00,3000.00,,,Paid
R00966,Rehoboth Beach,19971,01/05/2010,Geothermal,Residential,,12,,,50500.00,3000.00,,,Paid
R00972,Newark,19711,01/19/2010,Geothermal,Residential,,,,,22806.00,2400.00,,,Paid
R00973,Newark,19711,01/19/2010,Solar Water Heating,Residential,,,,63.8,10791.00,2697.75,,,Paid
R00974,Wilmington,19810,01/22/2010,Geothermal,Residential,,3.5,,,10700.00,2100.00,,,Paid
R01011,Ocean View,19970,01/28/2010,Geothermal,Residential,,7,,,36050.00,3000.00,,,Paid
NR00152,Camden-Wyoming,19934,02/01/2010,Geothermal,Non_Residential,,24,,,97700.00,19600.00,,,Paid
R00976,Rehoboth Beach,19971,02/01/2010,Geothermal,Residential,,6,,,30700.00,3000.00,,,Paid
R01118,Bethany Beach,19930,02/02/2010,Geothermal,Residential,,7,,,35800.00,3000.00,,,Paid
R00979,Selbyville,19975,02/05/2010,Geothermal,Residential,,3,,,18000.00,1800.00,,,Paid
R00981,Bridgeville,19933,02/15/2010,Geothermal,Residential,,4,,,9500.00,2400.00,,,Paid
R00983,Bethany Beach,19930,02/18/2010,Geothermal,Residential,,5,,,30650.00,3000.00,,,Paid
R00986,Millsboro,19966,02/22/2010,Geothermal,Residential,,4,,,16485.00,2400.00,,,Paid
R00989,Wilmington,19807,03/01/2010,Geothermal,Residential,,4,,,21942.00,2400.00,,,Paid
R00990,Newark,19713,03/04/2010,Solar Water Heating,Residential,,,,63.6,11564.00,2891.00,,,Paid
R00991,Newark,19711,03/08/2010,Geothermal,Residential,,4,,,23905.00,2400.00,,,Paid
R00992,Bethany Beach,19930,03/10/2010,Geothermal,Residential,,4,,,19785.00,2400.00,,,Paid
R00993,Wilmington,19803,03/12/2010,Geothermal,Residential,,4,,,25530.00,2400.00,,,Paid
R00994,Selbyville,19975,03/12/2010,Geothermal,Residential,,5,,,34050.00,3000.00,,,Paid
R00995,Laurel,19956,03/15/2010,Geothermal,Residential,,4,,,6890.00,2400.00,,,Paid
R00996,Lewes,19958,03/15/2010,Geothermal,Residential,,5.5,,,18980.00,3000.00,,,Paid
R00997,Rehoboth Beach,19971,03/19/2010,Geothermal,Residential,,6.5,,,33250.00,3000.00,,,Paid
R00998,Lewes,19958,03/19/2010,Geothermal,Residential,,6,,,23250.00,3000.00,,,Paid
R00999,Henlopen Acres,19971,03/21/2010,Geothermal,Residential,,5,,,48863.64,3000.00,,,Paid
R01000,Rehoboth Beach,19971,03/21/2010,Geothermal,Residential,,7,,,38759.55,3000.00,,,Paid
R01001,Wilmington,19803,03/21/2010,Geothermal,Residential,,4,,,29886.00,2400.00,,,Paid
R01002,Bethany Beach,19930,03/23/2010,Geothermal,Residential,,6.5,,,28900.00,3000.00,,,Paid
NR00154,New Castle,19720,04/01/2010,Geothermal,Non_Residential,,15,,,91060.00,9000.00,,,Paid
R01017,Wilmington,19808,04/16/2010,Geothermal,Residential,,4,,,28873.00,2400.00,,,Paid
R01016,Newark,19711,04/19/2010,Solar Water Heating,Residential,,,,77.7,12230.00,3000.00,,,Paid
R01029,Camden-Wyoming,19934,04/19/2010,Geothermal,Residential,,5,,,33519.00,3000.00,,,Paid
R01019,Dagsboro,19939,04/28/2010,Geothermal,Residential,,3,,,11990.00,1800.00,,,Paid
R01023,Newark,19711,05/06/2010,Geothermal,Residential,,4,,,22066.00,2400.00,,,Paid
R01026,Ocean View,19970,05/11/2010,Geothermal,Residential,,4,,,23240.00,2400.00,,,Paid
R01028,Woodside,19980,05/13/2010,Geothermal,Residential,,3,,,9467.00,1800.00,,,Paid
R01032,Laurel,19956,05/19/2010,Geothermal,Residential,,5,,,23222.50,3000.00,,,Paid
R01037,Rehoboth Beach,19971,06/03/2010,Geothermal,Residential,,2,,,6400.00,900.00,,,Paid - ARRA
R01038,Rehoboth Beach,19971,06/03/2010,Geothermal,Residential,,4,,,15000.00,2400.00,,,Paid
R01039,Wilmington,19806,06/03/2010,Solar Water Heating,Residential,,,,81.3,12900.00,3000.00,,,Paid
R01041,Newark,19711,06/08/2010,Geothermal,Residential,,2.5,,,12900.00,1500.00,,,Paid
R01042,Wilmington,19803,06/14/2010,Geothermal,Residential,,3,,,17742.00,1800.00,,,Paid
R01045,Seaford,19973,06/17/2010,Geothermal,Residential,,5,,,19450.00,3000.00,,,Paid
R01049,Camden-Wyoming,19934,06/25/2010,Solar Water Heating,Residential,,,,96,19999.00,4817.25,,,Paid
R01050,Newark,19711,06/30/2010,Geothermal,Residential,,5,,,16720.00,3000.00,,,Paid
R01051,Lewes,19958,06/30/2010,Geothermal,Residential,,3,,,19750.00,1800.00,,,Paid
R01063,Newark,19711,07/12/2010,Geothermal,Residential,,5,,,26955.00,3000.00,,,Paid
R01064,Millsboro,19966,07/12/2010,Geothermal,Residential,,4,,,21823.00,2400.00,,,Paid
R01066,Hockessin,19707,07/19/2010,Geothermal,Residential,,4,,,28430.00,2400.00,,,Paid
R01067,Newark,19713,07/20/2010,Solar Water Heating,Residential,,,,54.1,12900.00,3000.00,,,Paid
R01068,Dagsboro,19939,07/20/2010,Geothermal,Residential,,4,,,16035.00,2400.00,,,Paid
R01069,Wilmington,19807,07/21/2010,Geothermal,Residential,,4,,,16850.00,2400.00,,,Paid
R01070,Middletown,19709,07/21/2010,Geothermal,Residential,,6,,,31396.00,3000.00,,,Paid
R01072,Newark,19713,07/30/2010,Solar Water Heating,Residential,,,,83.1,14300.00,3000.00,,,Paid
R01076,Newark,19713,08/03/2010,Solar Water Heating,Residential,,,,27.1,11800.00,2950.00,,,Paid
R01082,Bridgeville,19933,08/08/2010,Geothermal,Residential,,4,,,13000.00,2400.00,,,Paid
R01083,Newark,19702,08/16/2010,Solar Water Heating,Residential,,,,54.1,12900.00,3000.00,,,Paid
R01165,Laurel,19956,08/24/2010,Geothermal,Residential,,3,,,13795.00,1800.00,,,Paid
R01100,Middletown,19709,08/30/2010,Solar Water Heating,Residential,,,,54.1,10900.00,2725.00,,,Paid
R01167,Newark,19713,09/05/2010,Solar Water Heating,Residential,,,,54.1,12900.00,3000.00,,,Paid
R01102,Hockessin,19707,09/09/2010,Geothermal,Residential,,4,,,37600.00,2400.00,,,Paid - ARRA
R01104,Middletown,19709,09/13/2010,Geothermal,Residential,,3.5,,,12900.00,1800.00,,,Paid
R01105,Seaford,19973,09/13/2010,Geothermal,Residential,,5,,,29963.00,3000.00,,,Paid
R01106,Bear,19701,09/13/2010,Solar Water Heating,Residential,,,,54.1,12900.00,3000.00,,,Paid
NR00167,Camden-Wyoming,19934,09/14/2010,Solar Water Heating,Non_Residential,,,,96,16250.00,4062.50,,,Paid
R01110,Harrington,19952,09/15/2010,Geothermal,Residential,,4,,,22000.00,2400.00,,,Paid
R01111,Middletown,19709,09/15/2010,Geothermal,Residential,,3,,,29000.00,1800.00,,,Paid
R01150,Rehoboth Beach,19971,09/17/2010,Geothermal,Residential,,3,,,14500.00,1800.00,,,Paid
R01120,Dover,19904,09/24/2010,Geothermal,Residential,,2,,,18120.00,1200.00,,,Paid
R01161,Bear,19701,09/26/2010,Solar Water Heating,Residential,,,,27.1,11800.00,2950.00,,,Paid
R01124,Middletown,19709,09/29/2010,Solar Water Heating,Residential,,,,54.1,12900.00,3000.00,,,Paid
R01125,Newark,19711,09/29/2010,Geothermal,Residential,,9,,,51742.00,3000.00,,,Paid
R01126,Laurel,19956,09/30/2010,Geothermal,Residential,,6,,,30000.00,3000.00,,,Paid
R01130,New Castle,19720,10/01/2010,Geothermal,Residential,,2,,,17150.00,1200.00,,,Paid
R01138,Bethany Beach,19930,10/14/2010,Geothermal,Residential,,4,,,23950.00,2400.00,,,Paid
R01144,Wilmington,19803,10/20/2010,Geothermal,Residential,,4,,,12960.00,3000.00,,,Paid
R01145,Rehoboth Beach,19971,10/22/2010,Geothermal,Residential,,5,,,24000.00,3000.00,,,Paid
R01146,Middletown,19709,10/22/2010,Geothermal,Residential,,4,,,23389.00,3000.00,,,Paid - ARRA
R01147,Dover,19904,10/22/2010,Geothermal,Residential,,4,,,22733.00,2400.00,,,Paid
R01148,Ocean View,19970,10/25/2010,Geothermal,Residential,,7,,,50630.00,5000.00,,,Paid
R01149,Rehoboth Beach,19971,10/25/2010,Geothermal,Residential,,7,,,34150.00,3000.00,,,Paid
R01158,Newark,19702,10/26/2010,Solar Water Heating,Residential,,,,27.1,10000.00,2500.00,,,Paid
R01154,Frankford,19945,10/28/2010,Geothermal,Residential,,4,,,24695.00,3000.00,,,Paid
R01155,Wilmington,19807,10/29/2010,Geothermal,Residential,,7,,,23630.00,5000.00,,,Paid
R01168,Newark,19702,11/01/2010,Solar Water Heating,Residential,,,,54.1,12900.00,3000.00,,,Paid
R01157,Wilmington,19803,11/02/2010,Geothermal,Residential,,5,,,50822.00,3700.00,,,Paid
R01010,Milton,19968,11/10/2010,Geothermal,Residential,,4,,,16040.00,2400.00,,,Paid
R01171,Lewes,19958,11/22/2010,Geothermal,Residential,,4,,,28100.00,3000.00,,,Paid
R01178,South Bethany Beach,19930,12/02/2010,Geothermal,Residential,,6,,,31500.00,3000.00,,,Paid
R01169,Rehoboth Beach,19971,12/03/2010,Geothermal,Residential,,6,,,44640.00,3000.00,,,Paid
R01181,Fenwick Island,19944,12/06/2010,Geothermal,Residential,,6,,,32550.00,3000.00,,,Paid
R01182,Newark,19713,12/06/2010,Solar Water Heating,Residential,,,,25,11800.00,2950.00,,,Paid
R01205,Dewey Beach,19971,12/20/2010,Geothermal,Residential,,4,,,26670.00,3000.00,,,Paid
R01213,Clayton,19938,12/23/2010,Geothermal,Residential,,6,,,50656.00,4400.00,,,Paid
R01214,Selbyville,19975,12/23/2010,Geothermal,Residential,,4,,,28400.00,3000.00,,,Paid
R01215,Wilmington,19803,12/23/2010,Geothermal,Residential,,4,,,31206.00,3000.00,,,Paid
R01216,Dover,19901,12/23/2010,Solar Water Heating,Residential,,,,27.1,10000.00,2500.00,,,Paid
R01228,Rehoboth Beach,19971,12/29/2010,Geothermal,Residential,,4,,,,3000.00,,,Paid
R01222,Newark,19711,01/03/2011,Geothermal,Residential,,10,,,57350.00,5000.00,,,Paid
R01223,Laurel,19956,01/06/2011,Geothermal,Residential,,6,,,18865.00,4400.00,,,Paid
R01227,Georgetown,19947,01/11/2011,Geothermal,Residential,,5,,,28710.00,3700.00,,,Paid
R01229,Hockessin,19707,01/21/2011,Geothermal,Residential,,8,,,33020.00,5000.00,,,Paid
R01235,Hockessin,19707,02/02/2011,Geothermal,Residential,,5,,,20990.00,3700.00,,,Paid
R01233,Wilmington,19803,02/04/2011,Geothermal,Residential,,10,,,18374.00,5000.00,,,Paid
R01237,Newark,19711,02/08/2011,Geothermal,Residential,,7,,,38050.00,5000.00,,,Paid
NR00223,Georgetown,19947,02/21/2011,Geothermal,Non_Profit,,16,,,72125.00,13200.00,,,Paid
R01243,Townsend,19734,02/22/2011,Geothermal,Residential,,5,,,9875.00,3700.00,,,Paid
R01244,Middletown,19709,02/23/2011,Geothermal,Residential,,3,,,9518.00,2300.00,,,Paid
R01249,Newark,19711,03/09/2011,Geothermal,Residential,,4,,,15100.00,3000.00,,,Paid
NR00225,Selbyville,19975,03/23/2011,Geothermal,Non_Profit,,3,,,17000.00,2800.00,,,Paid
R01262,Newark,19711,04/05/2011,Geothermal,Residential,,8,,,48296.00,5000.00,,,Paid
R01264,Ellendale,19941,04/05/2011,Geothermal,Residential,,2.5,,,13055.00,1950.00,,,Paid
R01268,Hartly,19953,04/15/2011,Geothermal,Residential,,3,,,19990.00,2300.00,,,Paid
R01269,Lincoln,19960,04/21/2011,Geothermal,Residential,,7,,,31535.00,5000.00,,,Paid
R01271,Hockessin,19707,04/25/2011,Geothermal,Residential,,4,,,36182.00,3000.00,,,Paid
R01272,Hockessin,19707,04/26/2011,Geothermal,Residential,,4,,,22210.00,3000.00,,,Paid
R01273,Wilmington,19808,04/26/2011,Geothermal,Residential,,7,,,23500.00,5000.00,,,Paid
R01274,Greenville,19807,04/27/2011,Geothermal,Residential,,4,,,29870.00,3000.00,,,Paid
R01275,Bethany Beach,19930,04/27/2011,Geothermal,Residential,,4,,,25200.00,3000.00,,,Paid
R01279,Wilmington,19810,04/29/2011,Geothermal,Residential,,4,,,32850.00,3000.00,,,Paid
R01281,South Bethany Beach,19930,05/05/2011,Geothermal,Residential,,4.5,,,26771.00,3350.00,,,Paid
R01282,Dover,19901,05/09/2011,Geothermal,Residential,,3.8,,,28769.00,4400.00,,,Paid
R01284,Laurel,19956,05/16/2011,Geothermal,Residential,,3,,,19488.00,2300.00,,,Paid
R01288,Dover,19904,05/19/2011,Geothermal,Residential,,6,,,37698.00,4400.00,,,Paid
R01291,Lewes,19958,05/19/2011,Geothermal,Residential,,4.3,,,20674.77,3700.00,,,Paid
R01294,Wilmington,19807,05/23/2011,Geothermal,Residential,,5,,,27756.00,3700.00,,,Paid
R01299,Rehoboth Beach,19971,06/08/2011,Geothermal,Residential,,5,,,35800.00,3700.00,,,Paid
R01303,Newark,19711,06/10/2011,Geothermal,Residential,,4,,,27000.00,3000.00,,,Paid
R01306,Ocean View,19970,06/13/2011,Geothermal,Residential,,4,,,25000.00,3000.00,,,Paid
R01307,Wilmington,19809,06/15/2011,Geothermal,Residential,,6,,,52563.00,4400.00,,,Paid
R01309,Ocean View,19970,06/16/2011,Geothermal,Residential,,5,,,24000.00,3700.00,,,Paid
NR00227,Newark,19711,06/20/2011,Geothermal,Non_Profit,,3,,,,14800.00,,,Paid
R01311,Ocean View,19970,06/20/2011,Geothermal,Residential,,3,,,18000.00,2300.00,,,Paid
R01314,Newark,19702,06/21/2011,Geothermal,Residential,,4,,,30469.00,3000.00,,,Paid
R01315,Dover,19901,06/23/2011,Geothermal,Residential,,4,,,35324.01,3000.00,,,Paid
R01316,Wilmington,19806,06/24/2011,Geothermal,Residential,,4.29,,,26584.00,3000.00,,,Paid
R01318,Bethany Beach,19930,07/05/2011,Geothermal,Residential,,6,,,36092.00,4400.00,,,Paid
R01322,Odessa,19730,07/07/2011,Geothermal,Residential,,8,,,54969.84,5000.00,,,Paid
R01323,Claymont,19703,07/07/2011,Geothermal,Residential,,3,,,,2300.00,,,Paid
R01325,Ocean View,19970,07/08/2011,Geothermal,Residential,,5,,,27194.00,3700.00,,,Paid
R01326,Wilmington,19807,07/11/2011,Geothermal,Residential,,4,,,31084.00,3000.00,,,Paid
R01327,Wilmington,19808,07/11/2011,Geothermal,Residential,,4,,,24301.00,3000.00,,,Paid
R01336,Newark,19711,08/05/2011,Geothermal,Residential,,4,,,35263.08,3000.00,,,Paid
R01345,Ocean View,19970,08/12/2011,Geothermal,Residential,,3,,,19827.00,2300.00,,,Paid
R01346,Camden-Wyoming,19934,08/12/2011,Geothermal,Residential,,2,,,20502.00,1600.00,,,Paid
R01347,Dover,19901,08/15/2011,Geothermal,Residential,,5,,,32000.00,3700.00,,,Paid
R01348,Viola,19979,08/15/2011,Geothermal,Residential,,3,,,24101.75,2300.00,,,Paid
R01349,Newark,19711,08/15/2011,Geothermal,Residential,,4,,,21065.13,3000.00,,,Paid
R01352,Clayton,19938,08/15/2011,Geothermal,Residential,,5,,,33189.46,3700.00,,,Paid
R01353,Lewes,19958,08/16/2011,Geothermal,Residential,,8,,,43431.00,5000.00,,,Paid
R01354,Rehoboth Beach,19971,08/16/2011,Geothermal,Residential,,9,,,27150.00,5000.00,,,Paid
R01356,Centreville,19807,08/17/2011,Geothermal,Residential,,8,,,19120.00,5000.00,,,Paid
R01355,Bear,19701,08/18/2011,Geothermal,Residential,,4,,,12600.00,3000.00,,,Paid
R01358,Rehoboth Beach,19971,08/22/2011,Geothermal,Residential,,6,,,24480.00,4400.00,,,Paid
R01362,Dover,19901,09/01/2011,Geothermal,Residential,,4,,,35450.00,3000.00,,,Paid
R01363,Camden-Wyoming,19934,09/02/2011,Wind,Residential,,,10,,23650.00,10000.00,,,Paid
R01364,Middletown,19709,09/06/2011,Solar Water Heating,Residential,,,,54.2,13100.00,2965.00,,,Paid
R01365,South Bethany Beach,19930,09/06/2011,Geothermal,Residential,,6,,,24500.00,4400.00,,,Paid
R01370,Millsboro,19966,09/09/2011,Geothermal,Residential,,4,,,31294.00,3000.00,,,Paid
R01371,Georgetown,19947,09/09/2011,Geothermal,Residential,,6,,,31000.00,4400.00,,,Paid
R01372,Bethany Beach,19930,09/12/2011,Geothermal,Residential,,6,,,35305.00,4400.00,,,Paid
R01373,Hockessin,19707,09/12/2011,Geothermal,Residential,,6,,,,4400.00,,,Paid
R01378,Rehoboth Beach,19971,09/19/2011,Geothermal,Residential,,6,,,15930.00,4400.00,,,Paid
R01379,Hockessin,19707,09/19/2011,Geothermal,Residential,,4,,,31485.00,3000.00,,,Paid
R01382,Ocean View,19970,09/19/2011,Geothermal,Residential,,3,,,17300.00,2300.00,,,Paid
R01383,Seaford,19973,09/19/2011,Geothermal,Residential,,5,,,,3700.00,,,Paid
R01384,Rehoboth Beach,19971,09/23/2011,Geothermal,Residential,,6,,,39700.00,4400.00,,,Paid
R01391,Dagsboro,19939,09/29/2011,Geothermal,Residential,,2,,,9700.00,1600.00,,,Paid
R01392,Ocean View,19970,10/03/2011,Geothermal,Residential,,2,,,21653.00,1600.00,,,Paid
R01396,Milton,19968,10/14/2011,Geothermal,Residential,,4,,,18700.00,3500.00,,,Paid - ARRA
R01399,Hockessin,19707,10/18/2011,Geothermal,Residential,,5,,,31107.20,3700.00,,,Paid
R01400,Newark,19702,10/21/2011,Geothermal,Residential,,4,,,29348.00,3000.00,,,Paid
R01404,Townsend,19734,10/25/2011,Geothermal,Residential,,5,,,21500.00,3700.00,,,Paid
R01405,Bethany Beach,19930,10/26/2011,Geothermal,Residential,,6,,,17335.00,4400.00,,,Paid
R01406,Rehoboth Beach,19971,10/26/2011,Geothermal,Residential,,3,,,27358.00,2300.00,,,Paid
R01409,Hockessin,19707,10/27/2011,Geothermal,Residential,,3,,,31696.35,2300.00,,,Paid
R01410,Wilmington,19807,10/27/2011,Geothermal,Residential,,7,,,52287.40,5000.00,,,Paid
R01417,Hockessin,19707,10/28/2011,Geothermal,Residential,,5,,,18000.00,3700.00,,,Paid
R01419,Newark,19711,10/28/2011,Geothermal,Residential,,3,,,30076.00,2300.00,,,Paid
R01445,Milton,19968,10/31/2011,Geothermal,Residential,,7,,,29830.00,5000.00,,,Paid
R01426,Hockessin,19707,11/01/2011,Geothermal,Residential,,3,,,9000.00,2300.00,,,Paid
R01434,Lewes,19958,11/02/2011,Geothermal,Residential,,4,,,20500.00,3000.00,,,Paid
R01436,Rehoboth Beach,19971,11/09/2011,Geothermal,Residential,,8,,,54516.00,5000.00,,,Paid
R01438,Bethany Beach,19930,11/14/2011,Geothermal,Residential,,7,,,42000.00,4400.00,,,Paid
R01441,Bethany Beach,19930,11/21/2011,Geothermal,Residential,,8,,,65155.00,5000.00,,,Paid
R01446,Middletown,19709,11/28/2011,Geothermal,Residential,,5,,,22500.00,3700.00,,,Paid
R01448,Rehoboth Beach,19971,11/30/2011,Geothermal,Residential,,6,,,34830.00,4400.00,,,Paid
R01449,Rehoboth Beach,19971,11/30/2011,Geothermal,Residential,,6,,,23870.00,4400.00,,,Paid
R01450,Georgetown,19947,11/30/2011,Geothermal,Residential,,3,,,12690.00,2300.00,,,Paid
R01452,Middletown,19709,11/30/2011,Geothermal,Residential,,14,,,125920.00,5000.00,,,Paid
R01453,Rehoboth Beach,19971,11/30/2011,Geothermal,Residential,,8,,,36207.00,5000.00,,,Paid
R01458,Rehoboth Beach,19971,12/06/2011,Geothermal,Residential,,5,,,17900.00,3700.00,,,Paid
R01461,Harbeson,19951,12/08/2011,Geothermal,Residential,,3,,,18800.00,2300.00,,,Paid
R01462,Hartly,19953,12/14/2011,Geothermal,Residential,,9,,,34500.00,5000.00,,,Paid
R01464,Selbyville,19975,12/15/2011,Geothermal,Residential,,4,,,19181.00,3000.00,,,Paid
R01466,Felton,19943,12/20/2011,Geothermal,Residential,,3,,,17400.00,2300.00,,,Paid
R01467,Ocean View,19970,12/20/2011,Geothermal,Residential,,4,,,19447.00,3000.00,,,Paid
R01472,Lewes,19958,12/21/2011,Geothermal,Residential,,6,,,31700.00,4400.00,,,Paid
R01473,Milton,19968,12/21/2011,Geothermal,Residential,,2,,,16584.00,1600.00,,,Paid
R01469,Seaford,19973,12/22/2011,Geothermal,Residential,,3,,,20750.00,2300.00,,,Paid
R01471,Rehoboth Beach,19971,12/22/2011,Geothermal,Residential,,6,,,25450.00,4400.00,,,Paid
R01475,Selbyville,19975,01/05/2012,Geothermal,Residential,,3,,,22975.00,2300.00,,,Paid
R01476,Harbeson,19951,01/09/2012,Geothermal,Residential,,5,,,21100.00,3700.00,,,Paid
R01478,Smyrna,19977,01/09/2012,Geothermal,Residential,,9,,,51645.00,5000.00,,,Paid
R01479,Lewes,19958,01/11/2012,Geothermal,Residential,,11,,,66488.44,5000.00,,,Paid
R01480,Rehoboth Beach,19971,01/17/2012,Geothermal,Residential,,6,,,38370.00,4400.00,,,Paid
R01481,Ocean View,19970,01/18/2012,Geothermal,Residential,,8,,,41000.00,5000.00,,,Paid
R01482,Hockessin,19707,01/19/2012,Geothermal,Residential,,4,,,19349.00,3000.00,,,Paid
R01483,Greenville,19807,01/23/2012,Geothermal,Residential,,8,,,65322.00,5000.00,,,Paid
R01485,Rehoboth Beach,19971,01/30/2012,Geothermal,Residential,,2,,,14376.00,1600.00,,,Paid
R01488,Ocean View,19970,02/07/2012,Geothermal,Residential,,3,,,14950.00,2300.00,,,Paid
R01490,Georgetown,19947,02/14/2012,Geothermal,Residential,,6,,,36660.00,4400.00,,,Paid
R01491,Hockessin,19707,02/17/2012,Geothermal,Residential,,7,,,61600.00,5000.00,,,Paid
R01492,Rehoboth Beach,19971,02/17/2012,Geothermal,Residential,,6,,,40160.00,4400.00,,,Paid
R01493,Wilmington,19807,02/17/2012,Geothermal,Residential,,5,,,20038.47,3700.00,,,Paid
R01495,Odessa,19730,02/22/2012,Geothermal,Residential,,5,,,26950.00,3700.00,,,Paid
R01501,Rehoboth Beach,19971,02/29/2012,Geothermal,Residential,,9,,,31900.00,5000.00,,,Paid
R01502,Odessa,19730,03/02/2012,Geothermal,Residential,,7,,,31500.00,5000.00,,,Paid
R01503,New Castle,19720,03/02/2012,Geothermal,Residential,,5,,,33760.00,3700.00,,,Paid
R01508,Lewes,19958,03/22/2012,Geothermal,Residential,,4,,,17500.00,3000.00,,,Paid
R01510,Wilmington,19808,03/26/2012,Geothermal,Residential,,4,,,34221.04,3000.00,,,Paid
R01512,Bear,19701,03/28/2012,Geothermal,Residential,,5,,,25302.59,3700.00,,,Paid
R01517,Rehoboth Beach,19971,04/04/2012,Geothermal,Residential,,4,,,19420.00,3000.00,,,Paid
R01528,South Bethany Beach,19930,04/27/2012,Geothermal,Residential,,4,,,24040.00,3000.00,,,Paid
R01534,Newark,19711,05/07/2012,Geothermal,Residential,,6,,,58782.00,4400.00,,,Paid
R01537,Ocean view,19970,05/08/2012,Geothermal,Residential,,3,,,17550.00,2300.00,,,Paid
R01553,Newark,19711,05/24/2012,Geothermal,Residential,,4,,,24837.45,3000.00,,,Paid
R01554,Middletown,19709,05/24/2012,Geothermal,Residential,,6,,,30919.04,4400.00,,,Paid
R01555,Townsend,19734,05/24/2012,Geothermal,Residential,,5,,,36951.92,3700.00,,,Paid
R01562,Wilmington,19803,06/05/2012,Geothermal,Residential,,5,,,33746.50,3700.00,,,Paid
R01570,Bethany Beach,19930,06/11/2012,Geothermal,Residential,,5,,,28895.00,3700.00,,,Paid
R01572,Wilmington,19803,06/12/2012,Geothermal,Residential,,4,,,9350.00,3000.00,,,Paid
R01579,South Bethany Beach,19930,06/21/2012,Geothermal,Residential,,2,,,13590.00,1600.00,,,Paid
R01580,Rehoboth Beach,19971,06/22/2012,Geothermal,Residential,,4,,,11840.00,3000.00,,,Paid
R01586,South Bethany Beach,19930,07/05/2012,Geothermal,Residential,,6,,,28700.00,4400.00,,,Paid
R01587,Rehoboth Beach,19971,07/05/2012,Geothermal,Residential,,6,,,23784.00,3700.00,,,Paid
R01588,Selbyville,19975,07/05/2012,Geothermal,Residential,,4.4,,,27640.00,3000.00,,,Paid
R01600,Millville,19970,08/06/2012,Geothermal,Residential,,3,,,10645.00,2300.00,,,Paid
R01605,Rehoboth Beach,19971,08/15/2012,Geothermal,Residential,,3,,,36000.00,2300.00,,,Paid
R01608,Milton,19968,08/20/2012,Geothermal,Residential,,4,,,18000.00,3000.00,,,Paid
R01615,Rehoboth Beach,19971,08/28/2012,Geothermal,Residential,,4,,,2400.00,2000.00,,,Paid
R01616,Wilmington,19807,08/28/2012,Geothermal,Residential,,4,,,23030.00,3000.00,,,Paid
R01618,Bethany Beach,19930,08/29/2012,Geothermal,Residential,,5,,,25135.00,3700.00,,,Paid
R01619,Ocean View,19970,08/29/2012,Geothermal,Residential,,2,,,11800.00,1600.00,,,Paid
R01620,Lewes,19958,08/30/2012,Geothermal,Residential,,4,,,15620.00,3000.00,,,Paid
